akk;en
nan;" ""Did you see him ……? How does he fare?"" ""He drinks water ……."" ""Did you see him ……? How does he fare?"" ""He …… as the worms eat at him."" ""Did you see him who was eaten by a dog? How does he fare?"" ""He …… ""O my hands! O my legs! O ……!"""" ""Did you see him hit by the mast of a boat? How does he fare?"" "" ""Alas, my mother"" the man cries to her, …… wooden peg ……, he …… food, cross beam , crumbs ……."" ""Did you see the woman who never gave birth? How does she fare?"" ""Like a …… pot, she is thrown away violently, she …… nobody."" ""Did you see the young man who never undressed his wife? How does he fare?"" ""You finish a reed mat and he weeps over the reed mat."" ""Did you see the young woman who never undressed her husband? How does she fare?"" ""You finish a …… garment and she weeps over the …… garment."""
nan;" ""Did you see him who …… extolled himself? How does he fare?"" ""He bows down like an ox as the worms eat at him."" ""Did you see him who fell down from the roof? How does he fare?"" ""His bones …… and his spirit ……."" ""Did you see ……? How does he fare?"" ""He ……."" ""Did you see the leprous man? How does he fare?"" ""His water is set apart, his food is set apart. He …… the spirits. He lives outside the city."" ""Did you see my stillborn children who never received a name? How do they fare?"" ""They play at a table of gold and silver ……."" ""Didn't you see him who was set on fire?"" ""Why, my friend, did not you spare this question?"" ""I asked it, my friend!"" ""His spirit is …… from the nether world, it went up to the sky with the smoke ."""
nan; His heart was smitten, his insides were ravaged. The king began to search for life. Now the lord once decided to set off for the mountain where the man lives. .) 
 dumu-gir15 giri17^!--zal diĝir-re-e-/ne\  gud lipiš-tuku me3-a gub-ba  en TUR ^d-gilgameš2 unug^ki--ta mi2 dug4-/ga\ ;" ""So come on now, you heroic bearer of a sceptre of wide-ranging power! Noble glory of the gods, angry bull standing ready for a fight! Young Lord Gilgameš, cherished in Unug!"""
 unug^ki--ga lu2 ba-uš2 ur5 ba-/sag3\  lu2  šag4 /ḫul\ [i3-ĝa2]-/ĝa2^?-\  /bad3-da\ su^?--ĝu10 im-ma-an-[la2]  lu2 a-a ib2-dirig-ge4 igi im-mi-[in-sig10]-/ga\-am3  ur5 im-ma-uš2 šag4 im-/ma\-sag3  zag nam-til-la saĝ im-gi4-a  irigal kur nam-gu2-ka^?--ke4^!- lu2 la-ba-an-da13-da13-a  sud-da kur-ra la-ba-an-/gib\-be2-a  daĝal-la kur-ra la-ba-an-šu2-šu2-a  zag ĝuruš til-la saĝ til-la-bi-še3 la-ba-ra-ab-ed3-/de3\-a  zi ama ugu-ĝu10 ^d-nin-sumun2-ka a-a-/ĝu10\ [kug] [^d-]/lugal\-ban3-da  diĝir-ĝu10 ^d-^ !-en^!--ki^!- en ^d-^ !-/nu\-[dim2]-mud-e  […] X [(X)] me X […] X-ta  […] X X […]  […] X […] /šub^?-\  […] du3^?--du3 PA-bi-še3 ga-am3-til  […] /šub\-ba [ga]-am3-mi-ib-kur9 ;" ""In Unug people are dying, and souls are full of distress. People are lost -- that fills me with dismay. I lean out over the city wall: bodies in the water make the river almost overflow. That is what I see: that people die thus, which fills me with despair; that the end of life is unavoidable; that the grave, the all-powerful underworld, will spare no one; that no one is tall enough to block off the underworld; that no one is broad enough to cover over the underworld -- the boundary that a man cannot cross at the final end of life. By the life of my own mother Ninsumun, and of my father, holy Lugalbanda! My personal god Enki, Lord Nudimmud, 3 lines fragmentary I will complete …… there. I will bring …… there."""
 [arad-da-ni en-ki-du10-e] /gu3\ mu-na-de2-e  [… tukum-bi kur]-/še3\ i-in-ku4-ku4-de3-en  [^d-utu] /ḫe2-da\-an-zu  [kur]-^ĝiš-erin^!--kud^!--še3 i-in-ku4-ku4-de3-en  ^d-utu ḫe2-da-an-zu  kur-ra dim2-ma-bi ^d-utu-kam  /kur\-[^ĝiš-]erin-kud dim2-ma-bi šul ^d-utu-kam ;" His slave Enkidu answered him: ""…… if you want to set off into the mountains, Utu should know about it from you. If you want to set off into the Mountains of Cedar-felling, Utu should know about it from you. A decision that concerns the mountains is Utu's business. A decision that concerns the Mountains of Cedar-felling is the business of youthful Utu."""
 ^d-utu an-na-ke4 suḫ10 za-gin3 mu-un-keše2  saĝ il2-la mu-un-ĝen  ^d-gilgameš2 en kul-aba^ki--ke4 šu-ni ĝidru kug giri17-na ba-ab-tab  ^d-utu kur-še3 i-in-ku4-ku4-de3-en ḫe2-me-en a2-taḫ-ĝu10  kur-/erin-kud\ i-in-ku4-ku4-de3-en /ḫe2-me\-[en] /a2-taḫ-ĝu10\ ;" Utu of heaven put on his lapis-lazuli diadem and came forward with head high. In his hand Gilgameš, the lord of Kulaba, held a holy staff before his nose: ""Utu, I want to set off into the mountains! May you be my helper! I want to set off into the mountains of Cedar-felling! May you be my helper!"""
 [1-am3 …]  [2-kam-ma …]  [3-kam-ma …]  [4-kam-ma …]  [5-kam-ma] X X [… mu]-/un\-tab-tab-e  [6-kam-ma] a-ĝi6 du7-du7-gin7 [kur]-/ra\ gaba ra-ra  /7-kam\-ma nim-gin7 i3-ĝir2-ĝir2-re /a2\-bi-/še3\ lu2 nu-ub-gur-e  e-ne-ne an-na mul-la-me-eš /ki\-a ḫar-ra-an zu-me-eš  /an\-na mul X X X il2-la-me-[eš]  ki-a kaskal aratta/^ki-\ [zu-me-eš]  dam-gar3-ra-[gin7] ĝiri3-bal zu-me-eš  tum12^mušen--gin7 ab-/lal\ kur-ra zu-me-eš  ma2-ur3-ma2-ur3 ḫur-saĝ-ĝa2-ka ḫe2-mu-e-ni-tum2-tum2-mu-ne ;" 4 lines missing ""The first ……. The second ……. The third ……. The fourth ……. The fifth ……. The sixth beats at the flanks of the mountains like a battering flood. The seventh flashes like lightning, and no one can deflect its power. These shine in the heavens, but they know the routes on earth. In heaven they shine ……, raising ……; on earth they know the way even to Aratta. They know the destructive weather like the merchants. They know the mountain crannies like the pigeons. They will guide you to the place in the mountains where the boats have to be pulled from the water."""
" [^d-]/gilgameš2\ iri-ni-a zig3-ga /ba\-ni-ib-ĝar  [(X)] X kul-aba^ki--a si gu3 ba-ni-in-ra  /iri dam\ tuku dam zu^!--še3 dumu tuku <dumu&gt;-zu-še3  ur-/saĝ\ zu ur-/saĝ\ nu-zu  dam nu-/tuku\ dumu nu-tuku  lu2 /ur5^?--a\ lu2 ^d-gilgameš2-da a2-ĝu10-še3 ḫu-mu-un-ak-eš ";" Gilgameš organised a levy in his city. In …… Kulaba he had the horn sounded. ""Citizens! You who have a wife, go to your wife! You who have children, go to your children! Warriors, whether experienced or inexperienced, who have no wife, who have no children -- let such people join me at my side as the companions of Gilgameš."""
 lugal /iri\-ta ba-ra-e3  ^d-gilgameš2 kul-aba^ki--ta ba-ra-e3  kur-^ĝiš-erin-kud-/da\ ĝiri3 im-ma-ab-dab5-be2  ḫur-saĝ 1-e in-di3-in-bal ^ĝiš-erin šag4-ga-ni nu-[mu-ni]-/in\-pad3  ḫur-[saĝ] 2-kam-ma <in-di3-in-bal ^ĝiš-erin šag4-ga-ni nu-mu-ni-in-pad3>  ḫur-[saĝ] 3-kam-ma <in-di3-in-bal ^ĝiš-erin šag4-ga-ni nu-mu-ni-in-pad3>  ḫur-[saĝ] 4-/kam-ma\ <in-di3-in-bal ^ĝiš-erin šag4-ga-ni nu-mu-ni-in-pad3>  ḫur-[saĝ 5]-/kam-ma\ <in-di3-in-bal ^ĝiš-erin šag4-ga-ni nu-mu-ni-in-pad3>  [ḫur-saĝ 6-kam]-ma <in-di3-in-bal ^ĝiš-erin šag4-ga-ni nu-mu-ni-in-pad3>  ḫur-saĝ 7-kam-ma bal-e-da-ni ^ĝiš-erin šag4-ga-ni im-ma-ni-in-pad3 ; The king left the city. Gilgameš left Kulaba, to follow the route to the Mountains of Cedar-felling. He crossed the first mountain range, but his intuition did not lead him to find the cedars there. He crossed the second mountain range, but his intuition did not lead him to find the cedars there. He crossed the third mountain range, but his intuition did not lead him to find the cedars there. He crossed the fourth mountain range, but his intuition did not lead him to find the cedars there. He crossed the fifth mountain range, but his intuition did not lead him to find the cedars there. He crossed the sixth mountain range, but his intuition did not lead him to find the cedars there. When he had crossed the seventh mountain range, there his intuition led him to find the cedars.
 ^d-gilgameš2 ^ĝiš-erin-na al-sag3-ge  arad-da-ni en-ki-du10-e pa mu-un-ši-ak-e  dumu iri-na mu-un-de3-re7-eš-a  gu-ru-ma mu-ni-ib-gub-bu-ne ; Gilgameš began to chop at the cedars. His slave Enkidu worked on the branches for him. His fellow-citizens who had come with him stacked them in piles.
 /ud\-bi-a ur-saĝ ur-saĝ-ra u3-mu-un-na-te  me-/lem4\ […] šu-gur-gin7 i-im-/te^?-\  /nu2^?-\ […]-še3 silim-ma i3-/nu2^?-\  u3 […-ku-ku …] ; Then, as one warrior got closer to the other, the aura of Ḫuwawa …… sped towards them like a spear . …… he rested there peacefully. He was asleep ……. 3 lines missing
 […] /gu3\ […]  i3-/nu2\-[X] i3-nu2-X […]  en /TUR\ ^d-/gilgameš2\ en-še3 nu2-/de3\-[en]  kur ba-/suḫ3\-[suḫ3] /ĝissu\ [ba-an-la2]  /AN^?-\ […] ;" …… addressed ……: ""You who have gone to sleep, you who have gone to sleep ……! Young Lord Gilgameš, how long will you sleep for? The mountains are becoming indistinct as the shadows fall across them; the evening ……."""
 ^d-gilgameš2(source: /en-ki\-[du10]) /i-im\-zig3 /ma-mu2\-da  /i-im\-bu-luḫ /u3\-sa2-ga-am3  /igi\-ni šu bi2-in-gur10 niĝ2-me-ĝar sug4-ga-am3  zi ama ugu-ĝa2 ^d-nin-sumun2-ka a-a ugu-/ĝa2\ kug ^d-lugal-ban3-[da]  /diĝir-ĝu10\ [^d-en-ki en ^d-nu-dim2-mud-e …] ;" Gilgameš awoke from his dream, shuddering from his sleep. He rubbed his eyes; there was eery silence everywhere. ""By the life of my own mother Ninsumun and of my father, holy Lugalbanda! My personal god Enki, Lord Nudimmud ……! 2 lines missing"""
 /ĝe26\-[e …] /šag4\ mu-ni-[…-dab5]-/be2\  ur-saĝ-/e\ igi-ni igi /piriĝ\-ĝa2-kam  saĝ-ki-ni ĝiš-gi bi2-gu7-e lu2 nu-teĝ3^!--ĝe26^!--dam  eme-a-ni ur-maḫ lu2 gu7-gin7 uš2 nu-šar2-ra-ge-dam  ur-saĝ-e usu nu-mu-e-da-ĝal2 ne-am3 mu-un-da-ĝal2 ;" ""I ……, he vexes me -- the warrior whose face is a lion's grimace, and whose breast is like a raging flood. No one dare approach his brow, which devours the reedbeds. On his tongue, like that of a man-eating lion, the blood never dries. You do not have enough strength for the warrior, such is his might."""
 arad-da-ni en-ki-du10-e /gu3 mu-na\-de2-/e\  […] X […]  X […] ;" His slave Enkidu addressed him: ""2 lines fragmentary"""
 zi /ama\ [ugu-ĝa2 ^d-nin-sumun2-ka] a-a-ĝa2 [kug ^d-lugal-ban3-da]  diĝir-ĝu10(source: za) ^d-[en]-/ki\ [en ^d-nu-dim2-mud-e] KA-za […-e3]  ur-saĝ /kur\-[ra tuš-a-zu] ḫe2-zu-[am3]  ĝiri3 tur-tur-zu-[uš] ^kuš-e-sir2 [tur-tur] ḫe2-ma-/dim2\-[dim2-ma-am3]  ĝiri3 gal-gal-[zu-uš] ^kuš-e-sir2 [gal-gal ḫe2-ma-dim2-dim2-ma-am3]  […] X […] u3-mu-ni-in-kur9 ;" ""By the life of my own mother Ninsumun and of my father, holy Lugalbanda! My personal god Enki, Lord Nudimmud ……! Warrior, one would like to know where in the mountains you live. Here, they have made some tiny shoes for your tiny feet. Here, they have made some big shoes for your big feet. 4 lines missing If you bring ……."""
 [zi] /ama\ ugu-ĝa2(source: na) [^d-]/nin\-sumun2-ka /a\-a ugu-ĝa2 /kug\ ^d-lugal-ban3-da  [diĝir]-ĝu10(source: /za\) ^d-en-ki [en] [^d-]/nu\-dim2-mud-e [KA-za] /mu\-ni-in-/e3\  /ur\-saĝ kur-ra tuš-a-/zu\ ḫe2-zu-am3  /ĝiri3\ tur-tur-zu-uš /^kuš-\e-sir2 tur-tur [ḫe2]-/ma\-dim2-dim2-ma-am3  [ĝiri3 gal]-gal-zu-uš [^kuš-e]-/sir2\ gal-gal [ḫe2-ma]-dim2-dim2-ma-am3  [X] X X [X (X)] kur […]-kur9-ra  […] X […] ;" ""By the life of my mother Ninsumun and of my father, holy Lugalbanda! My personal god Enki, Lord Nudimmud ……! Warrior, one would like to know where in the mountains you live. Here, they have made some tiny shoes for your tiny feet. Here, they have made some big shoes for your big feet. 2 lines fragmentary"""
 [gu]-/ru\-um-gu-ru-um ḫur-saĝ-ĝa2 /mu^?-\-[…]-/ne^?-\ ; 13 lines missing They …… many piles on the hillside.
 [me]-/lem4\ 7-kam-ma mu-na-/til\-[la]-/ta\  da-ga-na ba-te ĝeštug-a-ni /tibir bi2\-in-ra  saĝ-ki mu-un-da-an-guru5-uš zu2 mu-un-da-zalag-zalag  ur-saĝ dab5-ba-gin7 aškud2 mu-ni-in-la2 ; When Ḫuwawa had finally handed over to him his seventh aura, Gilgameš found himself beside Ḫuwawa. He punched him on the ear with his fist. Ḫuwawa furrowed his brows at him, baring his teeth at him. Gilgameš threw a halter over him, as over a captured wild bull. He tied him up by the elbows like a captured warrior.
 ur-saĝ-e er2 im-ma-an-pad3 šex(SIG7)-šex(SIG7) i3-ĝa2-ĝa2  ḫu-wa-wa er2 im-ma-an-pad3 šex(SIG7)-šex(SIG7) i3-ĝa2-ĝa2 ; The warrior began to weep, shedding tears. Ḫuwawa began to weep, shedding tears.
 ur-saĝ-e lul mu-e-sig10 šu  nam-erim2 mu-e-kud  zi ama [ugu-zu] ^d-nin-sumun2-ka a-a-zu kug ^d-lugal-ban3-da  diĝir-[zu ^d-en-ki en] [^d-nu]-/dim2\-mud KA-za mu-e-ni-e3  [am dab5-ba-gin7] saman2 mu-ni-šub  [ur-saĝ dab5-ba-gin7] aškud2 ba-ni-[la2-la2] ;" ""Warrior, you lied! You have manhandled me; yet you had sworn an oath, by the life of your own mother Ninsumun and of your father, holy Lugalbanda. Your personal god Enki, Lord Nudimmud ……! And now you have thrown a halter over me as if over a captured wild bull, and have tied me up by the elbows like a captured warrior!"""
 [X X] [^d-]/gilgameš2\ dumu-gir15-ra šag4-ga-ni arḫuš /ba\-[…]  /arad-da-na\ /en\-ki-du10-ra gu3 mu-un-na-de2-/e\  ĝa2-nam-ma ur-saĝ-ra šu ga-am3-bar-re-en-de3-en  lu2 zu-me ḫe2-a dur2 kaskal-la igi me-eb-du8-de3-a lu2 zu-me ḫe2-a  […]-X-ba-ĝu10 ḫe2-a kilib3-ĝu10 ḫe2-em-mi-il2-/le\  […] X […] X (X) ;" …… Gilgameš's noble heart took pity on him. He addressed his slave Enkidu: ""Come on, let us set the warrior free! He could be our guide! He could be our guide who would spy out the pitfalls of the route for us! He could be my ……! He could carry all my things! 1 line fragmentary"""
 [X X] dim2-ma nu-tuku  […] X nu-tuku  […] nu-tuku  ur-saĝ dab5-ba šu bar-ra-am3  en dab5-ba ĝi6-par4-še3 gur-ra-am3  gudug dab5-ba ḫi-li-še3 gur-ra-am3  ud ul-le2-a-ta a-ba-a igi im-mi-in-du8  kaskal kur-ra mu-e-de3-eb-X LA X E  ĝiri3 kur-ra mu-e-de3-eb-suḫ3-suḫ3-e  [iri] ama /u3\-tud-da [nu]-/ub\-ši^!--[X-(X)]-de3-en-de3-en ;" {His slave Enkidu replied to him} { …… replied to Gilgameš}: ""…… so lacking in understanding! …… with no ……! …… with not ……! A captured warrior set free! A captured high priestess returned to the ĝipar! A captured gudug priest restored to his wig of hair! Who has ever, ever seen such a thing? He would be able to …… the mountain routes. He would be able to mix up the mountain paths. Then we would never get back to the mother-city that bore us! 4 lines missing"""
 [ḫu-wa-wa …]-ra [mu]-/un\-na-ni-/ib\-[gi4]-/gi4\  ama tud-da-ĝu10 ḫur-ru-um kur-ra  a-a tud-da-ĝu10 ḫur-ru-um ḫur-saĝ-ĝa2  ^d-utu dili-ĝu10-ne kur-ra mu-un-de3-en-tuš-en ;" Ḫuwawa replied to him: ""The mother who bore me was a cave in the mountains. The father who engendered me was a cave in the hills. Utu left me to live all alone in the mountains!"""
 ^d-gilgameš2 ḫu-wa-wa-ra gu3 mu-un-na-de2-e  [ĝa2]-/nam\-ma [X (X)] ĜA2 […] X ;" Gilgameš addressed Ḫuwawa: ""Come on, ……."" unknown no. of lines missing"
 en ^d-gilgameš2-e kur lu2 til3-la-še3 ĝeštug2-ga-ni na-an-gub  arad-da-ni en-ki-du10-ra gu3 mu-un-na-de2-e ;" Now the lord once decided to set off for the mountain where the man lives; Lord Gilgameš decided to set off for the mountain where the man lives. He spoke to his slave Enkidu:"
 en-ki-du10 murgu ĝuruš-e til3-la saĝ til3-le-bi-še3 la-ba-ra-an-e3-a  kur-ra ga-an-kur9 mu-ĝu10 ga-am3-ĝar  ki mu gub-bu-ba-am3 mu-ĝu10 ga-bi2-ib-gub  ki mu nu-gub-bu-ba-am3 mu diĝir-re-e-ne ga-bi2-ib-gub ;" ""Enkidu, since a man cannot pass beyond the final end of life, I want to set off into the mountains, to establish my renown there. Where renown can be established there, I will establish my renown; and where no renown can be established there, I shall establish the renown of the gods."""
 arad-da-ni en-ki-du10-e inim mu-un-ni-ib-gi4-gi4  lugal-ĝu10 tukum-bi ud-da kur-ra i-ni-in-ku4-ku4-de3 ^d-utu ḫe2-me-da-an-zu  kur-/^ĝiš-erin\-kud-še3 i-ni-in-ku4-ku4-de3-en  ^d-utu šul ^d-utu ḫe2-me-da-an-zu  kur-ra dim2-ma-bi ^d-utu-kam  kur-^ĝiš-erin-kud dim2-ma-bi šul ^d-utu-kam ^d-utu ḫe2-me-da-an-zu ;" His slave Enkidu answered him: ""My lord, if today you are going to set off into the mountains, Utu should know about it from us. { If you are going to to set off into the Mountains of Cedar-felling, Utu should know about it from us.} Utu, youthful Utu, should know about it from us. A decision that concerns the mountains is Utu's business. A decision that concerns the Mountains of Cedar-felling is the business of youthful Utu. Utu should know about it from us."""
 maš2 su4 maš2-da-ri-a gaba-na i-im-tab  maš2 su4-a maš2 /babbar\ […] maš2 šag4^!- tam^?- MA-an-DIB  šu-ni ĝidru kug giri17-na ba-da-an-ĝal2  ^d-utu an-na-ra gu3 mu-un-na-de2-e ; Gilgameš {prepared} { took hold of} a white kid. {He clasped a brown kid, a sacrificial animal, close to his breast.} { He …… a brown kid.} In his hand he held a holy staff before his nose, as he addressed Utu of heaven:
 ^d-utu kur-še3 i-in-ku4-ku4-de3-en a2-taḫ-ĝu10 ḫe2-me-en  kur-^ĝiš-erin-kud-še3 i-in-ku4-ku4-de3-en a2-taḫ-ĝu10 ḫe2-me-en ;" ""Utu, I am going to set off into the mountains! May you be my helper! I am going to set off into the Mountains of Cedar-felling! May you be my helper!"""
 ^d-utu an-na-ta inim mu-ni-ib-gi4-gi4  ĝuruš dumu-gir15 ni2-zu-a ḫe2-me-en kur-ra a-na-bi-me-en ;" From heaven Utu replied to him: ""Young man, you are noble already in your own right -- but what would you want with the mountains?"""
 ^d-utu inim ga-ra-ab-dug4 inim-ĝu10-uš ĝeštug2-zu  silim ga-ra-ab-dug4 ĝizzal ḫe2-em-ši-ak  iri^ki--ĝa2 lu2 ba-uš2 šag4 ba-sag3  bad3-da gu2-ĝa2 im-ma-an-la2  ad6 a-a ib2-dirig-ge igi im-ma-an-sig10  u3 ĝe26-e ur5-gin7 nam-ba-ak-e ur5-še3 ḫe2-me-a  lu2 sukux(SUKUD)-ra2 an-še3 nu-mu-un-da-la2  lu2 daĝal-la kur-ra la-ba-an-šu2-šu2  murgu ĝuruš-e til3-la saĝ til3-le-bi-še3 la-ba-ra-an-e3-a  kur-ra ga-an-kur9 mu-ĝu10 ga-am3-ĝar  ki mu gub-bu-ba-am3 mu-ĝu10 ga-bi2-ib-gub  ki mu nu-gub-bu-ba-am3 mu diĝir-re-e-ne ga-bi2-ib-gub ;" ""Utu, I have something to say to you -- a word in your ear! I greet you -- please pay attention! In my city people are dying, and hearts are full of distress. People are lost -- that fills me with { wretched} dismay. I craned my neck over the city wall: corpses in the water make the river almost overflow. That is what I see. That will happen to me too -- that is the way things go. No one is tall enough to reach heaven; no one can reach wide enough to stretch over the mountains. Since a man cannot pass beyond the final end of life, I want to set off into the mountains, to establish my renown there. Where renown can be established there, I will establish my renown; and where no renown can be established there, I shall establish the renown of the gods."""
 ^d-utu er2-na kadra-gin7 šu ba-an-ši-in-ti  lu2 arḫuš-a-gin7 arḫuš ba-ni-in-ak  ur-saĝ dumu ama dili-me-eš 7-me-eš  1-am3 šeš-gal-bi šu piriĝ-ĝa2 umbin ḫu-ri2-in-na  2-kam-/ma\ muš-šag4-tur3 ka [X X] KU šu /UŠ\  3-kam-ma muš ušum-gal /muš\ […] X RU  4-kam-ma izi šeĝ6-šeĝ6 [X X] /kur9\-ra  5-kam-ma muš-saĝ-kal šag4 gi4-a /UB\ KA X  X X […]  X X [X] X […]  7 dili-dili […] KI X X /MU^?-\ […]  X X E ki X X X X X […]  […]  […] X ḫu-mu-ni-in-X-[X]  […] X X X nam-lugal X UD E ed3-de3  […] /^d-^ ?-\nisaba-ke4 im-ma-ra-an-taḫ  […]-/la^!-\-me-eš(source: EN) ki-a ḫar-ra-an-na zu-me-eš  […] /ḫar\-ra-an-na ḫu-mu-ni-in-pad3-de3  ma2-ur3-ma2-ur3 ḫur-saĝ-ĝa2-ke4 ḫu-mu-ni-in-tum2-tum2-mu  7-/bi-e\-ne /ur\-saĝ šul ^d-utu ^d-gilgameš2-ra mu-/un-na-ra-an\-šum2  ur-saĝ šul ^d-utu en ^d-gilgameš2 7-be2-e-ne mu-na-ra-an-šum2  ^ĝiš-erin sag3-ge ḫul2-la-gin7 im-ma-na-ni-ib2-ĝar  en ^d-gilgameš2-e ḫul2-la-gin7 im-ma-na-ni-ib2-ĝar ;" Utu accepted his tears as a fitting gift. As befits a compassionate person, he turned to him full of compassion: ""Now there are seven warriors, sons of a single mother. The first, their eldest brother, has lion's paws and eagle's talons. The second is a …… snake, ……. The third is a dragon snake, ……. The fourth blazes with fire ……. The fifth is a …… snake, ……. The sixth { , a shackle that …… the rebel lands in the hills,} beats at the flanks of the mountains {like a battering flood} { , floodwater that destroys all}. The seventh …… flashes like lightning, and no one can deflect {it} { its power}. { 4 lines fragmentary} { 2 lines fragmentary …… kingship ……. Nisaba has bestowed …… on you in addition. They ……, and know the routes on earth. They will help you find the …… of the way.} They should guide you to the place in the mountains where the boats have to be pulled from the water! {The warrior, youthful Utu, gave these seven to Gilgameš.} { These seven the warrior, youthful Utu, gave to Lord Gilgameš.} The feller of cedars was filled with joy; Lord Gilgameš was filled with joy."""
